run,commodities,paths,obj_exact,mip_GAP,status,time_exact,case_num
27.0,15.0,15.0,672.5853336079634,81.38462239021256,9.0,1800.0117194652555,9.0
28.0,15.0,15.0,560.2799998600694,85.64326421380275,9.0,1800.0190966129303,9.0
29.0,15.0,15.0,643.4759998796833,65.35239324921248,9.0,1800.020668745041,9.0
0.0,20.0,20.0,36.07596947773608,2478.6081626795203,9.0,1800.0338957309723,10.0
1.0,20.0,20.0,76.98637814556847,1646.857567516672,9.0,1800.0637707710266,10.0
2.0,20.0,20.0,121.72960664550423,920.3139555366766,9.0,1800.0630943775177,10.0
3.0,20.0,20.0,200.14662935323375,626.7915986036758,9.0,1800.048203706741,10.0
4.0,20.0,20.0,117.14939110853894,873.4984887452957,9.0,1800.0310003757477,10.0
5.0,20.0,20.0,166.29411790574898,627.0343166717256,9.0,1800.0206665992737,10.0
6.0,20.0,20.0,186.85043892706,666.204598181141,9.0,1800.0435297489166,10.0
7.0,20.0,20.0,145.2151821352294,842.2349606041992,9.0,1800.0300345420835,10.0
8.0,20.0,20.0,193.39999979871573,558.9791315854714,9.0,1800.0188612937927,10.0
9.0,20.0,20.0,140.67606505312867,868.6619682129152,9.0,1800.0368349552157,10.0
10.0,20.0,20.0,211.81649031404828,575.3034826681205,9.0,1800.0330126285553,10.0
11.0,20.0,20.0,181.92589806342372,611.0474489210335,9.0,1800.0298745632172,10.0
12.0,20.0,20.0,280.8686095429434,463.17112638408105,9.0,1800.0209732055664,10.0
13.0,20.0,20.0,95.41622061226468,1259.1091089665304,9.0,1800.0352137088776,10.0
14.0,20.0,20.0,48.41239099717844,2165.502973094002,9.0,1800.0293159484863,10.0
15.0,20.0,20.0,42.59406938117909,2155.746795522026,9.0,1800.0496592521667,10.0
16.0,20.0,20.0,79.56251797950179,1320.0733481806144,9.0,1800.0547614097595,10.0
17.0,20.0,20.0,80.22569847885877,1291.2206157412884,9.0,1800.0376460552216,10.0
18.0,20.0,20.0,432.55999980087614,205.1268407105461,9.0,1800.0389413833618,10.0
19.0,20.0,20.0,97.43144748524432,1239.3131439372844,9.0,1800.0263164043429,10.0
20.0,20.0,20.0,110.3134996657777,1158.9025175177974,9.0,1800.0328872203827,10.0
21.0,20.0,20.0,120.58743257443804,1120.144880631124,9.0,1800.0311682224274,10.0
22.0,20.0,20.0,49.381758725897214,1799.5323434721713,9.0,1800.0384016036987,10.0
23.0,20.0,20.0,60.33947979322754,1608.2453196105696,9.0,1800.043600320816,10.0
24.0,20.0,20.0,446.9939998100133,223.2662112567817,9.0,1800.0205447673798,10.0
25.0,20.0,20.0,205.5345285273484,550.7427868820654,9.0,1800.0232133865356,10.0
26.0,20.0,20.0,310.016706445732,346.02047758635064,9.0,1800.0312535762787,10.0
27.0,20.0,20.0,200.442382327647,584.3542624112902,9.0,1800.0289449691772,10.0
28.0,20.0,20.0,58.77113107363722,1804.957684480101,9.0,1800.0353679656982,10.0
29.0,20.0,20.0,129.5095365358847,832.2349617745435,9.0,1800.0354616641998,10.0
